name,id,type,label,customerId
98F4AB3E98FC00-014,4d77dbd0-3506-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 14,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA87769C-007,507f5f90-92b7-11ef-bb66-09a77fdcecde,Modbus V6 Fan,AB-15 Venti 6,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
EC62605E6358-002,521e37e0-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 02,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-003,522def50-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 03,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-004,5236a1e0-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 04,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-005,523eb830-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 05,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-006,5247b8e0-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 06,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-007,525685f0-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 07,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-008,525f1170-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 08,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-009,5269e6e0-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 09,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-010,52727260-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 10,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-011,527a3a90-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 11,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-012,528202c0-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 12,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-013,528a8e40-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 13,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-014,52916c10-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 14,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-015,52995b50-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 15,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-016,52a0d560-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 16,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-017,52a89d90-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 17,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-018,52b45d60-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 18,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-019,52bbd770-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 19,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-020,52c39fa0-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 20,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-021,52ca7d72-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 21,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-022,52d5a100-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 22,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-023,52e29950-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 23,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-024,52f02de0-a973-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 24,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-026,52f81d20-a973-11ef-b675-81d50ee23e1f,PREMASGARD,Coil Pressure,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA86D8E4-016,54711570-2c7f-11ee-863a-01bce6d27c63,Thermokon,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA870B50-005,55b3a2a0-2710-11ee-927a-b9de331472ce,Modbus V6 Fan,AB-10 Venti 5,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA87769C-008,57aa8c40-92b7-11ef-bb66-09a77fdcecde,Modbus V6 Fan,AB-15 Venti 7,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA87769C-009,5b40ab50-92b7-11ef-bb66-09a77fdcecde,Modbus V6 Fan,AB-15 Venti 8,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA870B50-006,63d7a160-2710-11ee-bc9b-1d7b9ef08863,Modbus V6 Fan,AB-10 Venti 4,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA870B50-016,6587e4c0-2d37-11ee-863a-01bce6d27c63,Thermokon,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA86C458-016,6f7bd4b0-4af6-11ed-9a85-43b5866161ae,Thermokon,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA86C458-003,6f7fa540-4af6-11ed-9a85-43b5866161ae,Modbus V5.0 Fan,AB-13 Venti 1,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA86C458-002,6f81c820-4af6-11ed-9a85-43b5866161ae,Modbus V5.0 Fan,ZU-13 Venti 1,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
98F4AB3E98FC00-026,6ff3bd00-3f33-11ed-92a7-8bdd170fd177,GF3000_FLOWMETER,GF 3000 Flow Meter Sensor,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA870B50-007,7076d4e0-2710-11ee-bc9b-1d7b9ef08863,Modbus V6 Fan,AB-10 Venti 3,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA87769C-013,70d01640-92c6-11ef-bb66-09a77fdcecde,Modbus V6 Fan,ZU-15 Venti 4,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
98F4AB3E98FC00,7169cb70-d75a-11ec-95f9-f7e3c9f6482a,IntelliGateLTE,98F4AB3E98FC00,b17521f0-35c0-11ed-92a7-8bdd170fd177
EC62605E6358-001,791ff360-a67b-11ef-b675-81d50ee23e1f,Modbus V6 Fan,Fan 01,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100000911-002,82337a70-34ff-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 02,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100000911-003,823bdee0-34ff-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 03,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA870B50-008,82f30a30-2710-11ee-bc9b-1d7b9ef08863,Modbus V6 Fan,AB-10 Venti 2,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
11004100004931-019,83f72890-35b1-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 19,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100004931-020,83fc58b0-35b1-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 20,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100004931-021,83fe7b90-35b1-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 21,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100004931-022,8400c580-35b1-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 22,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100004931-023,84046f00-35b1-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 23,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100004931-024,8406b8f0-35b1-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 24,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100004931-017,89869a20-3502-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 17,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100004931-018,898a6ab0-3502-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 18,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA86D8E4,8a60d280-219c-11ee-927a-b9de331472ce,IntelliGateAIR,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA880220-002,8a790680-8d42-11ef-bb66-09a77fdcecde,Modbus V6 Fan,AB-12 Venti 1,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA880220-003,94710ed0-8d42-11ef-bb66-09a77fdcecde,Modbus V6 Fan,AB-12 Venti 2,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
11004100000911-008,9a0f0f20-3599-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 08,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA880220-004,9ac25640-8d42-11ef-bb66-09a77fdcecde,Modbus V6 Fan,ZU-12 Venti 1,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA8784F4-016,9beb17f0-a5d7-11ec-bcd8-afb5f342d01b,Thermokon,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA880220-005,a1191bf0-8d42-11ef-bb66-09a77fdcecde,Modbus V6 Fan,AB-12 Venti 3,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA870B50-009,a432d9a0-2710-11ee-927a-b9de331472ce,Modbus V6 Fan,AB-10 Venti 1,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
24D7EBBD5888,a947a8d0-caf8-11ee-97a1-13eb5634dd40,IntelliGateLTE,,38bb5900-f61d-11ed-8ee5-67899197e84f
GKC-A848FA87769C-016,aa0e79b0-92c6-11ef-bb66-09a77fdcecde,Thermokon,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
11004100000911-004,ac73f9e0-34ff-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 04,b17521f0-35c0-11ed-92a7-8bdd170fd177
11004100004931-025,afb78cb0-3f32-11ed-92a7-8bdd170fd177,BAVARIA_CONTROLLER,Bavaria Controller,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA87769C-020,b13846d0-92c6-11ef-bb66-09a77fdcecde,Thermokon,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
11004100000911-010,b2d2a0d0-3599-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 10,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA8784F4-011,bb5e1100-c13e-11ec-bcd8-afb5f342d01b,Modbus V5.0 Fan,AB-09 Venti 6,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA871D08-006,bd1b90c0-c144-11ec-bcd8-afb5f342d01b,Modbus V5.0 Fan,AB-16 Venti 4,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA871D08-016,bded4d00-a5d7-11ec-bcd8-afb5f342d01b,Thermokon,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-C4DD57B69FD4,c3fac1c0-b96c-11ec-bcd8-afb5f342d01b,IntelliGateAIR,,69baebe0-b976-11ec-bcd8-afb5f342d01b
C049EF243068,c58f3530-d373-11ed-a873-670e3647bc65,IntelliGateLTE,,c3080150-27cf-11ef-909a-0d0a641402f0
GKC-C4DD57B6A4A8,c7823170-b985-11ec-bcd8-afb5f342d01b,IntelliGateAIR,,69baebe0-b976-11ec-bcd8-afb5f342d01b
GKC-A848FA86D6A4-004,c8774260-741c-11ef-a094-81d50ee23e1f,AirGradient ONE,,f6c3e0b0-d61a-11ee-97a1-13eb5634dd40
GKC-A848FA870B50-010,ce5fd110-2710-11ee-927a-b9de331472ce,Modbus V6 Fan,ZU-10 Venti 4,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
11004100000911-005,cfb2cda0-34ff-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 05,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA871D08,d03b60f0-8f2f-11ec-bcd8-afb5f342d01b,IntelliGateAIR,,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA871D08-005,d0415460-8f2f-11ec-bcd8-afb5f342d01b,Modbus V5.0 Fan,ZU-16 Venti 1,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA871D08-004,d044fde0-8f2f-11ec-bcd8-afb5f342d01b,Modbus V5.0 Fan,AB-16 Venti 3,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA871D08-003,d047bd00-8f2f-11ec-bcd8-afb5f342d01b,Modbus V5.0 Fan,AB-16 Venti 2,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA871D08-002,d04a2e00-8f2f-11ec-bcd8-afb5f342d01b,Modbus V5.0 Fan,AB-16 Venti 1,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
11004100000911,d4d08b00-da92-11ec-95f9-f7e3c9f6482a,IntelliGateLTE,11004100000911,b17521f0-35c0-11ed-92a7-8bdd170fd177
24D7EBBD5888-001,d68d38c0-f7d8-11ee-b74a-9d551fd2f465,Modbus V6 Fan,Fan 1,38bb5900-f61d-11ed-8ee5-67899197e84f
24D7EBBD5888-002,d6a77780-f7d8-11ee-b74a-9d551fd2f465,Modbus V6 Fan,Fan 2,38bb5900-f61d-11ed-8ee5-67899197e84f
24D7EBBD5888-003,d6e65540-f7d8-11ee-b74a-9d551fd2f465,Modbus V6 Fan,Fan 3,38bb5900-f61d-11ed-8ee5-67899197e84f
24D7EBBD5888-004,d6eee0c0-f7d8-11ee-b74a-9d551fd2f465,Modbus V6 Fan,Fan 4,38bb5900-f61d-11ed-8ee5-67899197e84f
GKC-A848FA870B50-011,dea1a6c0-2710-11ee-bc9b-1d7b9ef08863,Modbus V6 Fan,ZU-10 Venti 3,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
GKC-A848FA86D6A4,e1ad9b00-cc13-11ee-97a1-13eb5634dd40,IntelliGateAIR,systemair_ABL,f6c3e0b0-d61a-11ee-97a1-13eb5634dd40
11004100000911-006,edf73760-34ff-11ed-92a7-8bdd170fd177,Modbus V6 Fan,Fan 06,b17521f0-35c0-11ed-92a7-8bdd170fd177
GKC-A848FA870B50-012,f6d07280-2710-11ee-bc9b-1d7b9ef08863,Modbus V6 Fan,ZU-10 Venti 2,4412d9e0-ab8c-11ec-bcd8-afb5f342d01b
11004100004931,f73452f0-da90-11ec-95f9-f7e3c9f6482a,IntelliGateLTE,11004100004931,b17521f0-35c0-11ed-92a7-8bdd170fd177
